,STATE/UT,DISTRICT,YEAR,SAFE/UNSAFE
2011,GUJARAT,SURENDRANAGAR,2008,unsafe
2012,GUJARAT,TAPI,2008,unsafe
2013,GUJARAT,VADODARA COMMR.,2008,unsafe
2014,GUJARAT,VADODARA RURAL,2008,unsafe
2015,GUJARAT,VALSAD,2008,unsafe
2016,GUJARAT,W.RLY,2008,unsafe
2017,GUJARAT,TOTAL,2008,unsafe
2018,GUJARAT,AHMEDABAD COMMR.,2009,unsafe
2019,GUJARAT,AHMEDABAD RURAL,2009,unsafe
2020,GUJARAT,AHWA-DANG,2009,unsafe
2021,GUJARAT,AMRELI,2009,unsafe
2022,GUJARAT,ANAND,2009,unsafe
2023,GUJARAT,BHARUCH,2009,unsafe
2024,GUJARAT,BHAVNAGAR,2009,unsafe
2025,GUJARAT,DAHOD,2009,unsafe
2026,GUJARAT,GANDHINAGAR,2009,unsafe
2027,GUJARAT,HIMATNAGAR,2009,unsafe
2028,GUJARAT,JAMNAGAR,2009,unsafe
2029,GUJARAT,JUNAGADH,2009,unsafe
2030,GUJARAT,KHEDA NORTH,2009,unsafe
2031,GUJARAT,KUTCH,2009,unsafe
2032,GUJARAT,MEHSANA,2009,unsafe
2033,GUJARAT,NARMADA,2009,unsafe
2034,GUJARAT,NAVSARI,2009,unsafe
2035,GUJARAT,PALANPUR,2009,unsafe
2036,GUJARAT,PANCHMAHAL,2009,unsafe
2037,GUJARAT,PATAN,2009,unsafe
2038,GUJARAT,PORBANDAR,2009,unsafe
2039,GUJARAT,RAJKOT COMMR.,2009,unsafe
2040,GUJARAT,RAJKOT RURAL,2009,unsafe
2041,GUJARAT,SURAT COMMR.,2009,unsafe
2042,GUJARAT,SURAT RURAL,2009,unsafe
2043,GUJARAT,SURENDRANAGAR,2009,unsafe
2044,GUJARAT,TAPI,2009,unsafe
2045,GUJARAT,VADODARA COMMR.,2009,unsafe
2046,GUJARAT,VADODARA RURAL,2009,unsafe
2047,GUJARAT,VALSAD,2009,unsafe
2048,GUJARAT,W.RLY,2009,unsafe
2049,GUJARAT,TOTAL,2009,unsafe
2050,GUJARAT,AHMEDABAD COMMR.,2010,unsafe
2051,GUJARAT,AHMEDABAD RURAL,2010,unsafe
2052,GUJARAT,AHWA-DANG,2010,unsafe
2053,GUJARAT,AMRELI,2010,unsafe
2054,GUJARAT,ANAND,2010,unsafe
2055,GUJARAT,BHARUCH,2010,unsafe
2056,GUJARAT,BHAVNAGAR,2010,unsafe
2057,GUJARAT,CID CRIME,2010,unsafe
2058,GUJARAT,DAHOD,2010,unsafe
2059,GUJARAT,GANDHINAGAR,2010,unsafe
2060,GUJARAT,HIMATNAGAR,2010,unsafe
2061,GUJARAT,JAMNAGAR,2010,unsafe
2062,GUJARAT,JUNAGADH,2010,unsafe
2063,GUJARAT,KHEDA NORTH,2010,unsafe
2064,GUJARAT,KUTCH,2010,unsafe
2065,GUJARAT,MEHSANA,2010,unsafe
2066,GUJARAT,NARMADA,2010,unsafe
2067,GUJARAT,NAVSARI,2010,unsafe
2068,GUJARAT,PALANPUR,2010,unsafe
2069,GUJARAT,PANCHMAHAL,2010,unsafe
2070,GUJARAT,PATAN,2010,unsafe
2071,GUJARAT,PORBANDAR,2010,unsafe
2072,GUJARAT,RAJKOT COMMR.,2010,unsafe
2073,GUJARAT,RAJKOT RURAL,2010,unsafe
2074,GUJARAT,SURAT COMMR.,2010,unsafe
2075,GUJARAT,SURAT RURAL,2010,unsafe
2076,GUJARAT,SURENDRANAGAR,2010,unsafe
2077,GUJARAT,TAPI,2010,unsafe
2078,GUJARAT,VADODARA COMMR.,2010,unsafe
2079,GUJARAT,VADODARA RURAL,2010,unsafe
2080,GUJARAT,VALSAD,2010,unsafe
2081,GUJARAT,W.RLY,2010,unsafe
2082,GUJARAT,TOTAL,2010,unsafe
2083,GUJARAT,AHMEDABAD COMMR.,2011,unsafe
2084,GUJARAT,AHMEDABAD RURAL,2011,unsafe
2085,GUJARAT,AHWA-DANG,2011,unsafe
2086,GUJARAT,AMRELI,2011,unsafe
2087,GUJARAT,ANAND,2011,unsafe
2088,GUJARAT,BHARUCH,2011,unsafe
2089,GUJARAT,BHAVNAGAR,2011,unsafe
2090,GUJARAT,CID CRIME,2011,unsafe
2091,GUJARAT,DAHOD,2011,unsafe
2092,GUJARAT,GANDHINAGAR,2011,unsafe
2093,GUJARAT,HIMATNAGAR,2011,unsafe
2094,GUJARAT,JAMNAGAR,2011,unsafe
2095,GUJARAT,JUNAGADH,2011,unsafe
2096,GUJARAT,KHEDA NORTH,2011,unsafe
2097,GUJARAT,KUTCH (EAST(G)),2011,unsafe
2098,GUJARAT,KUTCH (WEST-BHUJ),2011,unsafe
2099,GUJARAT,MEHSANA,2011,unsafe
2100,GUJARAT,NARMADA,2011,unsafe
2101,GUJARAT,NAVSARI,2011,unsafe
2102,GUJARAT,PALANPUR,2011,unsafe
2103,GUJARAT,PANCHMAHAL,2011,unsafe
2104,GUJARAT,PATAN,2011,unsafe
2105,GUJARAT,PORBANDAR,2011,unsafe
2106,GUJARAT,RAJKOT COMMR.,2011,unsafe
2107,GUJARAT,RAJKOT RURAL,2011,unsafe
2108,GUJARAT,SURAT COMMR.,2011,unsafe
2109,GUJARAT,SURAT RURAL,2011,unsafe
2110,GUJARAT,SURENDRANAGAR,2011,unsafe
2111,GUJARAT,TAPI,2011,unsafe
2112,GUJARAT,VADODARA COMMR.,2011,unsafe
2113,GUJARAT,VADODARA RURAL,2011,unsafe
2114,GUJARAT,VALSAD,2011,unsafe
2115,GUJARAT,W.RLY AHMEDABAD,2011,unsafe
2116,GUJARAT,W.RLY VADODARA,2011,unsafe
2117,GUJARAT,TOTAL,2011,unsafe
2118,GUJARAT,AHMEDABAD COMMR.,2012,unsafe
2119,GUJARAT,AHMEDABAD RURAL,2012,unsafe
2120,GUJARAT,AHWA-DANG,2012,unsafe
2121,GUJARAT,AMRELI,2012,unsafe
2122,GUJARAT,ANAND,2012,unsafe
2123,GUJARAT,BHARUCH,2012,unsafe
2124,GUJARAT,BHAVNAGAR,2012,unsafe
2125,GUJARAT,CID CRIME,2012,unsafe
2126,GUJARAT,DAHOD,2012,unsafe
2127,GUJARAT,GANDHINAGAR,2012,unsafe
2128,GUJARAT,HIMATNAGAR,2012,unsafe
2129,GUJARAT,JAMNAGAR,2012,unsafe
2130,GUJARAT,JUNAGADH,2012,unsafe
2131,GUJARAT,KHEDA NORTH,2012,unsafe
2132,GUJARAT,KUTCH (EAST(G)),2012,unsafe
2133,GUJARAT,KUTCH (WEST-BHUJ),2012,unsafe
2134,GUJARAT,MEHSANA,2012,unsafe
2135,GUJARAT,NARMADA,2012,unsafe
2136,GUJARAT,NAVSARI,2012,unsafe
2137,GUJARAT,PALANPUR,2012,unsafe
2138,GUJARAT,PANCHMAHAL,2012,unsafe
2139,GUJARAT,PATAN,2012,unsafe
2140,GUJARAT,PORBANDAR,2012,unsafe
2141,GUJARAT,RAJKOT COMMR.,2012,unsafe
2142,GUJARAT,RAJKOT RURAL,2012,unsafe
2143,GUJARAT,SURAT COMMR.,2012,unsafe
2144,GUJARAT,SURAT RURAL,2012,unsafe
2145,GUJARAT,SURENDRANAGAR,2012,unsafe
2146,GUJARAT,TAPI,2012,unsafe
2147,GUJARAT,VADODARA COMMR.,2012,unsafe
2148,GUJARAT,VADODARA RURAL,2012,unsafe
2149,GUJARAT,VALSAD,2012,unsafe
2150,GUJARAT,W.RLY AHMEDABAD,2012,unsafe
2151,GUJARAT,W.RLY VADODARA,2012,unsafe
2152,GUJARAT,TOTAL,2012,unsafe
2153,HARYANA,AMBALA,2001,safe
2154,HARYANA,BHIWANI,2001,safe
2155,HARYANA,FARIDABAD,2001,safe
2156,HARYANA,FATEHABAD,2001,safe
2157,HARYANA,GRP,2001,safe
2158,HARYANA,GURGAON,2001,safe
2159,HARYANA,HISSAR,2001,safe
2160,HARYANA,JHAJJAR,2001,safe
2161,HARYANA,JIND,2001,safe
2162,HARYANA,KAITHAL,2001,safe
2163,HARYANA,KARNAL,2001,safe
2164,HARYANA,KURUKSHETRA,2001,safe
2165,HARYANA,MAHENDRAGARH,2001,safe
2166,HARYANA,PANCHKULA,2001,safe
2167,HARYANA,PANIPAT,2001,safe
2168,HARYANA,REWARI,2001,safe
2169,HARYANA,ROHTAK,2001,safe
2170,HARYANA,SIRSA,2001,safe
2171,HARYANA,SONIPAT,2001,safe
2172,HARYANA,YAMUNANAGAR,2001,safe
2173,HARYANA,TOTAL,2001,safe
2174,HARYANA,AMBALA,2002,safe
2175,HARYANA,BHIWANI,2002,safe
2176,HARYANA,FARIDABAD,2002,safe
2177,HARYANA,FATEHABAD,2002,safe
2178,HARYANA,GRP,2002,safe
2179,HARYANA,GURGAON,2002,safe
2180,HARYANA,HISSAR,2002,safe
2181,HARYANA,JHAJJAR,2002,safe
2182,HARYANA,JIND,2002,safe
2183,HARYANA,KAITHAL,2002,safe
2184,HARYANA,KARNAL,2002,safe
2185,HARYANA,KURUKSHETRA,2002,safe
2186,HARYANA,MAHENDRAGARH,2002,safe
2187,HARYANA,PANCHKULA,2002,safe
2188,HARYANA,PANIPAT,2002,safe
2189,HARYANA,REWARI,2002,safe
2190,HARYANA,ROHTAK,2002,safe
2191,HARYANA,SIRSA,2002,safe
2192,HARYANA,SONIPAT,2002,safe
2193,HARYANA,YAMUNANAGAR,2002,safe
2194,HARYANA,TOTAL,2002,safe
2195,HARYANA,AMBALA,2003,safe
2196,HARYANA,BHIWANI,2003,safe
2197,HARYANA,FARIDABAD,2003,safe
2198,HARYANA,FATEHABAD,2003,safe
2199,HARYANA,GRP,2003,safe
2200,HARYANA,GURGAON,2003,safe
2201,HARYANA,HISSAR,2003,safe
2202,HARYANA,JHAJJAR,2003,safe
2203,HARYANA,JIND,2003,safe
2204,HARYANA,KAITHAL,2003,safe
2205,HARYANA,KARNAL,2003,safe
2206,HARYANA,KURUKSHETRA,2003,safe
2207,HARYANA,MAHENDRAGARH,2003,safe
2208,HARYANA,PANCHKULA,2003,safe
2209,HARYANA,PANIPAT,2003,safe
2210,HARYANA,REWARI,2003,safe
2211,HARYANA,ROHTAK,2003,safe
2212,HARYANA,SIRSA,2003,safe
2213,HARYANA,SONIPAT,2003,safe
2214,HARYANA,YAMUNANAGAR,2003,safe
2215,HARYANA,TOTAL,2003,safe
2216,HARYANA,AMBALA,2004,safe
2217,HARYANA,BHIWANI,2004,safe
2218,HARYANA,FARIDABAD,2004,safe
2219,HARYANA,FATEHABAD,2004,safe
2220,HARYANA,GRP,2004,safe
2221,HARYANA,GURGAON,2004,safe
2222,HARYANA,HISSAR,2004,safe
2223,HARYANA,JHAJJAR,2004,safe
2224,HARYANA,JIND,2004,safe
2225,HARYANA,KAITHAL,2004,safe
2226,HARYANA,KARNAL,2004,safe
2227,HARYANA,KURUKSHETRA,2004,safe
2228,HARYANA,MAHENDRAGARH,2004,safe
2229,HARYANA,PANCHKULA,2004,safe
2230,HARYANA,PANIPAT,2004,safe
2231,HARYANA,REWARI,2004,safe
2232,HARYANA,ROHTAK,2004,safe
2233,HARYANA,SIRSA,2004,safe
2234,HARYANA,SONIPAT,2004,safe
2235,HARYANA,YAMUNANAGAR,2004,safe
2236,HARYANA,TOTAL,2004,safe
2237,HARYANA,AMBALA,2005,safe
2238,HARYANA,BHIWANI,2005,safe
2239,HARYANA,FARIDABAD,2005,safe
2240,HARYANA,FATEHABAD,2005,safe
2241,HARYANA,GRP,2005,safe
2242,HARYANA,GURGAON,2005,safe
2243,HARYANA,HISSAR,2005,safe
2244,HARYANA,JHAJJAR,2005,safe
2245,HARYANA,JIND,2005,safe
2246,HARYANA,KAITHAL,2005,safe
2247,HARYANA,KARNAL,2005,safe
2248,HARYANA,KURUKSHETRA,2005,safe
2249,HARYANA,MAHENDRAGARH,2005,safe
2250,HARYANA,MEWAT,2005,safe
2251,HARYANA,PANCHKULA,2005,safe
2252,HARYANA,PANIPAT,2005,safe
2253,HARYANA,REWARI,2005,safe
2254,HARYANA,ROHTAK,2005,safe
2255,HARYANA,SIRSA,2005,safe
2256,HARYANA,SONIPAT,2005,safe
2257,HARYANA,YAMUNANAGAR,2005,safe
2258,HARYANA,TOTAL,2005,safe
2259,HARYANA,AMBALA,2006,safe
2260,HARYANA,BHIWANI,2006,safe
2261,HARYANA,FARIDABAD,2006,safe
2262,HARYANA,FATEHABAD,2006,safe
2263,HARYANA,GRP,2006,safe
2264,HARYANA,GURGAON,2006,safe
2265,HARYANA,HISSAR,2006,safe
2266,HARYANA,JHAJJAR,2006,safe
2267,HARYANA,JIND,2006,safe
2268,HARYANA,KAITHAL,2006,safe
2269,HARYANA,KARNAL,2006,safe
2270,HARYANA,KURUKSHETRA,2006,safe
2271,HARYANA,MAHENDRAGARH,2006,safe
2272,HARYANA,MEWAT,2006,safe
2273,HARYANA,PALWAL,2006,safe
2274,HARYANA,PANCHKULA,2006,safe
2275,HARYANA,PANIPAT,2006,safe
2276,HARYANA,REWARI,2006,safe
2277,HARYANA,ROHTAK,2006,safe
2278,HARYANA,SIRSA,2006,safe
2279,HARYANA,SONIPAT,2006,safe
2280,HARYANA,YAMUNANAGAR,2006,safe
2281,HARYANA,TOTAL,2006,safe
2282,HARYANA,AMBALA,2007,safe
2283,HARYANA,BHIWANI,2007,safe
2284,HARYANA,FARIDABAD,2007,safe
2285,HARYANA,FATEHABAD,2007,safe
2286,HARYANA,GRP,2007,safe
2287,HARYANA,GURGAON,2007,safe
2288,HARYANA,HISSAR,2007,safe
2289,HARYANA,JHAJJAR,2007,safe
2290,HARYANA,JIND,2007,safe
2291,HARYANA,KAITHAL,2007,safe
2292,HARYANA,KARNAL,2007,safe
2293,HARYANA,KURUKSHETRA,2007,safe
2294,HARYANA,MAHENDRAGARH,2007,safe
2295,HARYANA,MEWAT,2007,safe
2296,HARYANA,PALWAL,2007,safe
2297,HARYANA,PANCHKULA,2007,safe
2298,HARYANA,PANIPAT,2007,safe
2299,HARYANA,REWARI,2007,safe
2300,HARYANA,ROHTAK,2007,safe
2301,HARYANA,SIRSA,2007,safe
2302,HARYANA,SONIPAT,2007,safe
2303,HARYANA,YAMUNANAGAR,2007,safe
2304,HARYANA,TOTAL,2007,safe
2305,HARYANA,AMBALA,2008,safe
2306,HARYANA,BHIWANI,2008,safe
2307,HARYANA,FARIDABAD,2008,safe
2308,HARYANA,FATEHABAD,2008,safe
2309,HARYANA,GRP,2008,safe
2310,HARYANA,GURGAON,2008,safe
2311,HARYANA,HISSAR,2008,safe
2312,HARYANA,JHAJJAR,2008,safe
2313,HARYANA,JIND,2008,safe
2314,HARYANA,KAITHAL,2008,safe
2315,HARYANA,KARNAL,2008,safe
2316,HARYANA,KURUKSHETRA,2008,safe
2317,HARYANA,MAHENDRAGARH,2008,safe
2318,HARYANA,MEWAT,2008,safe
2319,HARYANA,PALWAL,2008,safe
2320,HARYANA,PANCHKULA,2008,safe
2321,HARYANA,PANIPAT,2008,safe
2322,HARYANA,REWARI,2008,safe
2323,HARYANA,ROHTAK,2008,safe
2324,HARYANA,SIRSA,2008,safe
2325,HARYANA,SONIPAT,2008,safe
2326,HARYANA,YAMUNANAGAR,2008,safe
2327,HARYANA,TOTAL,2008,safe
2328,HARYANA,AMBALA,2009,safe
2329,HARYANA,BHIWANI,2009,safe
2330,HARYANA,FARIDABAD,2009,safe
2331,HARYANA,FATEHABAD,2009,safe
2332,HARYANA,GRP,2009,safe
2333,HARYANA,GURGAON,2009,safe
2334,HARYANA,HISSAR,2009,safe
2335,HARYANA,JHAJJAR,2009,safe
2336,HARYANA,JIND,2009,safe
2337,HARYANA,KAITHAL,2009,safe
2338,HARYANA,KARNAL,2009,safe
2339,HARYANA,KURUKSHETRA,2009,safe
2340,HARYANA,MAHENDRAGARH,2009,safe
2341,HARYANA,MEWAT,2009,safe
2342,HARYANA,PALWAL,2009,safe
2343,HARYANA,PANCHKULA,2009,safe
2344,HARYANA,PANIPAT,2009,safe
2345,HARYANA,REWARI,2009,safe
2346,HARYANA,ROHTAK,2009,safe
2347,HARYANA,SIRSA,2009,safe
2348,HARYANA,SONIPAT,2009,safe
2349,HARYANA,YAMUNANAGAR,2009,safe
2350,HARYANA,TOTAL,2009,safe
2351,HARYANA,AMBALA,2010,safe
2352,HARYANA,BHIWANI,2010,safe
2353,HARYANA,FARIDABAD,2010,safe
2354,HARYANA,FATEHABAD,2010,safe
2355,HARYANA,GRP,2010,safe
2356,HARYANA,GURGAON,2010,safe
2357,HARYANA,HISSAR,2010,safe
2358,HARYANA,JHAJJAR,2010,safe
2359,HARYANA,JIND,2010,safe
2360,HARYANA,KAITHAL,2010,safe
2361,HARYANA,KARNAL,2010,safe
2362,HARYANA,KURUKSHETRA,2010,safe
2363,HARYANA,MAHENDRAGARH,2010,safe
2364,HARYANA,MEWAT,2010,safe
2365,HARYANA,PALWAL,2010,safe
2366,HARYANA,PANCHKULA,2010,safe
2367,HARYANA,PANIPAT,2010,safe
2368,HARYANA,REWARI,2010,safe
2369,HARYANA,ROHTAK,2010,safe
2370,HARYANA,SIRSA,2010,safe
2371,HARYANA,SONIPAT,2010,safe
2372,HARYANA,YAMUNANAGAR,2010,safe
2373,HARYANA,TOTAL,2010,safe
2374,HARYANA,AMBALA,2011,safe
2375,HARYANA,BHIWANI,2011,safe
2376,HARYANA,FARIDABAD,2011,safe
2377,HARYANA,FATEHABAD,2011,safe
2378,HARYANA,GRP,2011,safe
2379,HARYANA,GURGAON,2011,safe
2380,HARYANA,HISSAR,2011,safe
2381,HARYANA,JHAJJAR,2011,safe
2382,HARYANA,JIND,2011,safe
2383,HARYANA,KAITHAL,2011,safe
2384,HARYANA,KARNAL,2011,safe
2385,HARYANA,KURUKSHETRA,2011,safe
2386,HARYANA,MAHENDRAGARH,2011,safe
2387,HARYANA,MEWAT,2011,safe
2388,HARYANA,PALWAL,2011,safe
2389,HARYANA,PANCHKULA,2011,safe
2390,HARYANA,PANIPAT,2011,safe
2391,HARYANA,REWARI,2011,safe
2392,HARYANA,ROHTAK,2011,safe
2393,HARYANA,SIRSA,2011,safe
2394,HARYANA,SONIPAT,2011,safe
2395,HARYANA,YAMUNANAGAR,2011,safe
2396,HARYANA,TOTAL,2011,safe
2397,HARYANA,AMBALA RURAL,2012,safe
2398,HARYANA,AMBALA URBAN,2012,safe
2399,HARYANA,BHIWANI,2012,safe
2400,HARYANA,FARIDABAD,2012,safe
2401,HARYANA,FATEHABAD,2012,safe
2402,HARYANA,GRP,2012,safe
2403,HARYANA,GURGAON,2012,safe
2404,HARYANA,HISSAR,2012,safe
2405,HARYANA,JHAJJAR,2012,safe
2406,HARYANA,JIND,2012,safe
2407,HARYANA,KAITHAL,2012,safe
2408,HARYANA,KARNAL,2012,safe
2409,HARYANA,KURUKSHETRA,2012,safe
2410,HARYANA,MAHENDRAGARH,2012,safe
2411,HARYANA,MEWAT,2012,safe
2412,HARYANA,PALWAL,2012,safe
2413,HARYANA,PANCHKULA,2012,safe
2414,HARYANA,PANIPAT,2012,safe
2415,HARYANA,REWARI,2012,safe
2416,HARYANA,ROHTAK,2012,safe
2417,HARYANA,SIRSA,2012,safe
2418,HARYANA,SONIPAT,2012,safe
2419,HARYANA,YAMUNANAGAR,2012,safe
2420,HARYANA,TOTAL,2012,safe
2421,HIMACHAL PRADESH,BILASPUR,2001,safe
2422,HIMACHAL PRADESH,CHAMBA,2001,safe
2423,HIMACHAL PRADESH,G.R.P.,2001,safe
2424,HIMACHAL PRADESH,HAMIRPUR,2001,safe
2425,HIMACHAL PRADESH,KANGRA,2001,safe
2426,HIMACHAL PRADESH,KINNAUR,2001,safe
2427,HIMACHAL PRADESH,KULLU,2001,safe
2428,HIMACHAL PRADESH,LAHAUL-SPITI,2001,safe
2429,HIMACHAL PRADESH,MANDI,2001,safe
2430,HIMACHAL PRADESH,SHIMLA,2001,safe
2431,HIMACHAL PRADESH,SIRMAUR,2001,safe
2432,HIMACHAL PRADESH,SOLAN,2001,safe
2433,HIMACHAL PRADESH,UNA,2001,safe
2434,HIMACHAL PRADESH,TOTAL,2001,safe
2435,HIMACHAL PRADESH,BILASPUR,2002,safe
2436,HIMACHAL PRADESH,CHAMBA,2002,safe
2437,HIMACHAL PRADESH,G.R.P.,2002,safe
2438,HIMACHAL PRADESH,HAMIRPUR,2002,safe
2439,HIMACHAL PRADESH,KANGRA,2002,safe
2440,HIMACHAL PRADESH,KINNAUR,2002,safe
2441,HIMACHAL PRADESH,KULLU,2002,safe
2442,HIMACHAL PRADESH,LAHAUL-SPITI,2002,safe
2443,HIMACHAL PRADESH,MANDI,2002,safe
2444,HIMACHAL PRADESH,SHIMLA,2002,safe
2445,HIMACHAL PRADESH,SIRMAUR,2002,safe
2446,HIMACHAL PRADESH,SOLAN,2002,safe
2447,HIMACHAL PRADESH,UNA,2002,safe
2448,HIMACHAL PRADESH,TOTAL,2002,safe
2449,HIMACHAL PRADESH,BILASPUR,2003,safe
2450,HIMACHAL PRADESH,CHAMBA,2003,safe
2451,HIMACHAL PRADESH,G.R.P.,2003,safe
2452,HIMACHAL PRADESH,HAMIRPUR,2003,safe
2453,HIMACHAL PRADESH,KANGRA,2003,safe
2454,HIMACHAL PRADESH,KINNAUR,2003,safe
2455,HIMACHAL PRADESH,KULLU,2003,safe
2456,HIMACHAL PRADESH,LAHAUL-SPITI,2003,safe
2457,HIMACHAL PRADESH,MANDI,2003,safe
2458,HIMACHAL PRADESH,SHIMLA,2003,safe
2459,HIMACHAL PRADESH,SIRMAUR,2003,safe
2460,HIMACHAL PRADESH,SOLAN,2003,safe
2461,HIMACHAL PRADESH,UNA,2003,safe
2462,HIMACHAL PRADESH,TOTAL,2003,safe
2463,HIMACHAL PRADESH,BILASPUR,2004,safe
2464,HIMACHAL PRADESH,CHAMBA,2004,safe
2465,HIMACHAL PRADESH,G.R.P.,2004,safe
2466,HIMACHAL PRADESH,HAMIRPUR,2004,safe
2467,HIMACHAL PRADESH,KANGRA,2004,safe
2468,HIMACHAL PRADESH,KINNAUR,2004,safe
2469,HIMACHAL PRADESH,KULLU,2004,safe
2470,HIMACHAL PRADESH,LAHAUL-SPITI,2004,safe
2471,HIMACHAL PRADESH,MANDI,2004,safe
2472,HIMACHAL PRADESH,SHIMLA,2004,safe
2473,HIMACHAL PRADESH,SIRMAUR,2004,safe
2474,HIMACHAL PRADESH,SOLAN,2004,safe
2475,HIMACHAL PRADESH,UNA,2004,safe
2476,HIMACHAL PRADESH,TOTAL,2004,safe
2477,HIMACHAL PRADESH,BILASPUR,2005,safe
2478,HIMACHAL PRADESH,CHAMBA,2005,safe
2479,HIMACHAL PRADESH,G.R.P.,2005,safe
2480,HIMACHAL PRADESH,HAMIRPUR,2005,safe
2481,HIMACHAL PRADESH,KANGRA,2005,safe
2482,HIMACHAL PRADESH,KINNAUR,2005,safe
2483,HIMACHAL PRADESH,KULLU,2005,safe
2484,HIMACHAL PRADESH,LAHAUL-SPITI,2005,safe
2485,HIMACHAL PRADESH,MANDI,2005,safe
2486,HIMACHAL PRADESH,SHIMLA,2005,safe
2487,HIMACHAL PRADESH,SIRMAUR,2005,safe
2488,HIMACHAL PRADESH,SOLAN,2005,safe
2489,HIMACHAL PRADESH,UNA,2005,safe
2490,HIMACHAL PRADESH,TOTAL,2005,safe
2491,HIMACHAL PRADESH,BILASPUR,2006,safe
2492,HIMACHAL PRADESH,CHAMBA,2006,safe
2493,HIMACHAL PRADESH,G.R.P.,2006,safe
2494,HIMACHAL PRADESH,HAMIRPUR,2006,safe
2495,HIMACHAL PRADESH,KANGRA,2006,safe
2496,HIMACHAL PRADESH,KINNAUR,2006,safe
2497,HIMACHAL PRADESH,KULLU,2006,safe
2498,HIMACHAL PRADESH,LAHAUL-SPITI,2006,safe
2499,HIMACHAL PRADESH,MANDI,2006,safe
2500,HIMACHAL PRADESH,SHIMLA,2006,safe
2501,HIMACHAL PRADESH,SIRMAUR,2006,safe
2502,HIMACHAL PRADESH,SOLAN,2006,safe
2503,HIMACHAL PRADESH,UNA,2006,safe
2504,HIMACHAL PRADESH,TOTAL,2006,safe
2505,HIMACHAL PRADESH,BILASPUR,2007,safe
2506,HIMACHAL PRADESH,CHAMBA,2007,safe
2507,HIMACHAL PRADESH,G.R.P.,2007,safe
2508,HIMACHAL PRADESH,HAMIRPUR,2007,safe
2509,HIMACHAL PRADESH,KANGRA,2007,safe
2510,HIMACHAL PRADESH,KINNAUR,2007,safe
2511,HIMACHAL PRADESH,KULLU,2007,safe
2512,HIMACHAL PRADESH,LAHAUL-SPITI,2007,safe
2513,HIMACHAL PRADESH,MANDI,2007,safe
2514,HIMACHAL PRADESH,SHIMLA,2007,safe
2515,HIMACHAL PRADESH,SIRMAUR,2007,safe
2516,HIMACHAL PRADESH,SOLAN,2007,safe
2517,HIMACHAL PRADESH,UNA,2007,safe
2518,HIMACHAL PRADESH,TOTAL,2007,safe
2519,HIMACHAL PRADESH,BILASPUR,2008,safe
2520,HIMACHAL PRADESH,CHAMBA,2008,safe
2521,HIMACHAL PRADESH,G.R.P.,2008,safe
2522,HIMACHAL PRADESH,HAMIRPUR,2008,safe
2523,HIMACHAL PRADESH,KANGRA,2008,safe
2524,HIMACHAL PRADESH,KINNAUR,2008,safe
2525,HIMACHAL PRADESH,KULLU,2008,safe
2526,HIMACHAL PRADESH,LAHAUL-SPITI,2008,safe
2527,HIMACHAL PRADESH,MANDI,2008,safe
2528,HIMACHAL PRADESH,SHIMLA,2008,safe
2529,HIMACHAL PRADESH,SIRMAUR,2008,safe
2530,HIMACHAL PRADESH,SOLAN,2008,safe
2531,HIMACHAL PRADESH,UNA,2008,safe
2532,HIMACHAL PRADESH,TOTAL,2008,safe
2533,HIMACHAL PRADESH,BADDIPOLICEDIST,2009,safe
2534,HIMACHAL PRADESH,BILASPUR,2009,safe
2535,HIMACHAL PRADESH,CHAMBA,2009,safe
2536,HIMACHAL PRADESH,CID,2009,safe
2537,HIMACHAL PRADESH,G.R.P.,2009,safe
2538,HIMACHAL PRADESH,HAMIRPUR,2009,safe
2539,HIMACHAL PRADESH,KANGRA,2009,safe
2540,HIMACHAL PRADESH,KINNAUR,2009,safe
2541,HIMACHAL PRADESH,KULLU,2009,safe
2542,HIMACHAL PRADESH,LAHAUL-SPITI,2009,safe
2543,HIMACHAL PRADESH,MANDI,2009,safe
2544,HIMACHAL PRADESH,SHIMLA,2009,safe
2545,HIMACHAL PRADESH,SIRMAUR,2009,safe
2546,HIMACHAL PRADESH,SOLAN,2009,safe
2547,HIMACHAL PRADESH,UNA,2009,safe
2548,HIMACHAL PRADESH,TOTAL,2009,safe
2549,HIMACHAL PRADESH,BADDIPOLICEDIST,2010,safe
2550,HIMACHAL PRADESH,BILASPUR,2010,safe
2551,HIMACHAL PRADESH,CHAMBA,2010,safe
2552,HIMACHAL PRADESH,CID,2010,safe
2553,HIMACHAL PRADESH,G.R.P.,2010,safe
2554,HIMACHAL PRADESH,HAMIRPUR,2010,safe
2555,HIMACHAL PRADESH,KANGRA,2010,safe
2556,HIMACHAL PRADESH,KINNAUR,2010,safe
2557,HIMACHAL PRADESH,KULLU,2010,safe
2558,HIMACHAL PRADESH,LAHAUL-SPITI,2010,safe
2559,HIMACHAL PRADESH,MANDI,2010,safe
2560,HIMACHAL PRADESH,SHIMLA,2010,safe
2561,HIMACHAL PRADESH,SIRMAUR,2010,safe
2562,HIMACHAL PRADESH,SOLAN,2010,safe
2563,HIMACHAL PRADESH,UNA,2010,safe
2564,HIMACHAL PRADESH,TOTAL,2010,safe
2565,HIMACHAL PRADESH,BADDIPOLICEDIST,2011,safe
2566,HIMACHAL PRADESH,BILASPUR,2011,safe
2567,HIMACHAL PRADESH,CHAMBA,2011,safe
